epochs,batch_size,hidden_dim,nodes,latent,activation,train_loss,val_loss
20,250,1,50,20,SELU,830.195:53.684:52.13:51.812:52.141:63.743:59.446:52.404:68.674:51.742:51.604:51.598:71.071:52.148:52.311:53.008:51.619:56.089:52.752:53.209,56.45:52.425:51.855:51.696:81.71:51.757:56.011:51.656:52.284:51.546:51.548:51.54:55.133:51.533:51.851:51.563:51.565:56.497:52.404:51.62
20,250,1,50,50,ELU,948.242:54.461:52.239:63.672:51.822:60.853:51.937:63.922:51.749:51.639:51.62:58.773:51.643:51.619:58.656:52.77:51.685:53.619:53.43:54.66,57.899:52.599:51.904:52.418:51.655:53.221:51.647:52.61:51.582:51.557:51.559:51.882:51.55:51.561:55.767:51.701:51.584:51.847:52.662:51.988
20,250,1,50,50,ReLU,1006.489:54.247:52.337:51.932:51.812:51.759:51.728:51.716:51.716:51.706:51.695:51.694:51.683:51.688:51.689:52.611:51.705:51.679:51.685:51.879,57.341:52.643:51.864:51.66:51.57:51.538:51.531:51.527:51.505:51.495:51.51:51.498:51.509:51.504:51.489:51.672:51.488:51.498:51.504:56.895
20,250,1,50,50,SELU,1726.904:56.483:52.855:52.138:183.163:52.289:51.85:53.364:52.255:55.021:51.998:51.658:276.347:52.103:51.687:51.645:51.633:51.612:51.612:55.598,62.988:53.616:52.324:51.93:54.531:51.8:53.054:51.855:51.75:52.872:51.608:51.593:54.137:51.671:51.616:51.582:51.561:51.567:51.562:56.394
20,250,1,100,2,ELU,137.608:51.645:51.633:51.629:51.627:51.626:51.623:51.627:52.257:51.815:51.623:51.62:51.62:51.619:51.618:51.74:51.668:51.653:51.961:51.694,51.566:51.522:51.514:51.526:51.513:51.521:51.533:51.516:53.804:51.512:51.512:51.512:51.512:51.508:51.513:51.949:51.506:51.521:51.62:51.539
20,250,1,100,2,ReLU,58.041:51.451:51.44:51.595:51.44:51.434:51.433:51.503:51.548:51.432:51.426:51.425:51.428:51.428:51.44:51.472:51.444:51.425:51.461:51.442,51.75:51.71:51.711:51.726:51.701:51.705:51.702:51.78:51.724:51.705:51.713:51.705:51.703:51.711:51.781:51.724:51.699:51.703:51.731:51.71
20,250,1,100,2,SELU,267.82:51.576:51.575:51.57:51.568:51.567:51.564:51.565:51.56:51.56:51.56:52.052:51.569:51.84:56.345:51.556:51.555:51.968:52.165:51.557,51.652:51.603:51.599:51.612:51.595:51.594:51.609:51.601:51.594:51.591:51.611:51.6:51.607:96.601:51.602:51.615:51.598:63.162:51.581:51.608
20,250,1,100,5,ELU,169.694:51.679:51.662:51.654:51.657:51.655:52.523:51.66:51.921:51.713:52.82:53.55:51.735:52.349:51.827:51.722:54.348:51.821:51.657:52.78,51.591:51.544:51.555:51.551:51.555:51.57:51.573:51.548:51.737:52.38:51.624:52.372:51.548:52.281:51.549:53.593:52.725:51.542:51.548:51.939
20,250,1,100,5,ReLU,68.334:51.513:51.486:51.481:51.481:51.474:51.482:51.476:51.477:51.476:51.576:51.505:51.473:51.471:51.597:51.491:51.469:51.47:51.469:51.63,51.713:51.661:51.655:51.674:51.632:51.638:51.661:51.637:51.653:51.635:51.852:51.639:51.638:51.632:51.739:51.633:51.632:51.642:51.671:51.654
20,250,1,100,5,SELU,318.421:51.639:51.618:51.618:51.613:51.859:56.123:51.615:51.616:55.376:54.117:51.617:51.741:54.205:51.639:53.417:52.003:53.054:51.619:51.604,51.621:51.527:51.514:51.514:51.51:80.034:51.515:51.52:51.504:63.398:51.524:51.514:63.503:51.544:51.662:52.01:60.085:51.6:51.508:51.512
20,250,1,100,7,ELU,182.97:51.577:51.541:51.54:51.542:51.538:53.081:51.886:51.915:52.119:51.649:52.663:52.047:51.872:51.845:51.741:52.873:52.236:52.219:51.638,51.753:51.612:51.607:51.597:51.597:51.62:51.742:51.669:52.386:51.901:51.695:52.324:52.965:51.878:51.748:51.801:52.431:51.743:51.864:51.798
20,250,1,100,7,ReLU,72.343:51.619:51.593:51.592:51.584:51.676:51.589:51.841:51.582:51.616:51.87:51.585:51.584:51.573:51.582:51.874:51.579:51.577:51.718:51.614,51.673:51.593:51.581:51.583:51.564:51.589:51.6:51.569:51.579:51.587:51.638:51.581:51.58:51.592:51.59:51.579:51.574:51.561:51.842:51.571
20,250,1,100,7,SELU,416.341:51.53:51.5:51.496:51.492:70.994:51.507:51.5:51.942:53.691:51.552:51.96:54.777:52.116:56.031:52.194:51.584:53.515:51.58:52.047,51.837:51.666:51.655:51.654:51.656:51.726:51.665:51.651:53.682:51.729:51.666:52.064:52.833:51.725:57.572:51.66:51.719:51.771:51.724:51.752
20,250,1,100,10,ELU,161.864:51.666:51.627:54.514:52.633:52.193:52.21:51.719:53.546:51.981:52.105:52.292:51.83:53.301:52.11:52.158:52.086:52.009:52.438:51.961,51.683:51.566:51.55:57.129:60.027:51.707:51.616:51.621:52.57:51.588:52.255:51.79:51.772:52.933:51.879:52.218:51.671:51.89:51.956:51.703
20,250,1,100,10,ReLU,86.539:51.618:51.549:51.548:51.525:51.531:51.53:51.52:51.53:51.522:51.534:51.519:51.523:51.523:51.52:51.52:51.585:51.543:51.519:51.515,51.85:51.689:51.698:51.672:51.694:51.665:51.672:51.665:51.665:51.663:51.688:51.68:51.665:51.665:51.674:51.677:51.799:51.676:51.651:51.669
20,250,1,100,10,SELU,398.024:51.692:51.664:51.655:57.449:53.571:52.481:56.21:53.746:52.754:54.333:53.952:52.641:56.93:54.506:51.826:60.945:52.068:51.781:51.674,51.627:51.496:51.491:51.49:51.571:51.565:51.661:55.874:51.783:52.488:52.166:53.979:52.121:70.445:51.721:51.632:52.044:51.73:51.486:51.834
20,250,1,100,20,ELU,289.399:51.683:51.573:51.553:57.014:51.553:51.56:59.253:51.553:52.62:51.554:52.397:51.611:52.418:53.111:52.901:52.279:51.699:52.553:52.157,51.998:51.679:51.639:51.633:51.678:51.62:51.642:51.664:51.609:51.724:51.833:51.854:51.919:51.983:52.057:51.705:52.039:52.547:52.481:55.771
20,250,1,100,20,ReLU,135.336:51.923:51.684:51.607:51.581:51.57:51.947:51.699:51.574:51.626:51.965:51.559:51.56:52.116:51.633:51.558:51.561:51.551:52.328:51.559,52.371:51.82:51.715:51.663:51.656:51.648:51.926:51.654:51.668:51.722:51.655:51.646:51.624:51.909:51.668:51.656:51.623:51.645:51.716:51.648
20,250,1,100,20,SELU,728.109:51.772:51.583:51.564:51.554:56.595:51.588:51.878:77.719:53.89:51.545:65.152:56.195:52.16:56.332:53.966:53.444:52.76:54.648:54.391,52.372:51.725:51.648:51.643:51.644:51.9:51.655:52.015:69.539:51.641:51.642:92.373:51.658:53.523:54.923:55.617:58.228:55.491:52.167:74.015
20,250,1,100,50,ELU,638.258:52.884:52.013:59.045:51.91:54.711:53.385:55.741:53.634:54.148:55.56:52.551:59.189:52.335:58.63:52.445:52.576:55.449:53.962:52.187,54.256:52.163:51.825:53.011:51.683:53.004:53.82:56.039:58.954:60.724:54.48:54.408:53.969:57.162:52.783:54.415:52.168:56.378:53.945:53.625
20,250,1,100,50,ReLU,317.943:53.246:53.022:52.552:51.948:51.878:51.859:51.939:51.821:51.808:52.038:51.795:51.854:51.982:51.766:51.975:52.143:51.753:51.748:51.743,54.202:52.366:52.715:51.784:51.662:51.647:51.63:51.651:51.594:51.58:51.678:51.556:52.174:51.529:51.532:53.122:51.523:51.518:51.504:51.5
20,250,1,100,50,SELU,1632.867:54.532:52.378:65.063:55.48:57.127:62.548:53.734:63.651:56.168:64.112:54.409:53.575:82.718:51.815:283.633:51.894:51.61:51.594:51.592,58.22:52.867:52.062:61.082:51.816:53.896:56.722:52.829:52.823:56.506:56.406:52.124:53.808:52.666:51.619:53.43:51.614:51.591:51.604:51.595
20,250,1,100,100,ELU,1040.157:53.514:62.095:54.319:68.044:53.296:60.179:61.542:55.4:54.792:59.703:56.603:55.546:53.656:55.038:56.959:55.824:58.046:56.36:52.525,56.287:52.618:62.305:55.228:66.444:52.22:53.533:87.311:79.585:61.39:60.103:80.176:56.592:61.207:61.871:63.299:71.324:80.453:60.162:55.572
20,250,1,100,100,ReLU,666.373:53.384:52.14:51.836:51.717:51.811:52.209:51.715:51.638:52.094:51.909:51.552:51.551:51.532:51.562:53.547:51.566:51.523:51.516:51.522,55.448:52.592:52.108:51.92:52.951:51.933:52.518:51.777:51.76:54.341:51.746:51.729:51.715:51.725:52.091:51.926:51.713:51.704:51.686:51.698
20,250,1,100,100,SELU,2785.898:56.876:82.505:57.115:112.904:51.886:208.428:52.341:51.716:51.678:76.143:55.037:54.826:132.048:51.923:51.772:114.326:51.922:51.619:52.016,63.116:54.203:52.948:577.455:52.09:51.907:55.801:51.715:51.66:51.658:77.096:55.102:58.756:53.833:51.675:54.233:53.197:51.595:51.591:91.395
20,250,1,500,2,ELU,907.218:51.63:51.595:63.225:52.711:51.567:51.57:51.568:51.572:61.605:53.115:51.55:51.552:55.673:51.579:51.554:51.553:51.556:53.626:52.196,52.03:51.768:51.76:57.372:51.718:51.733:51.708:51.708:51.713:53.849:51.715:51.668:51.711:51.766:51.684:51.703:51.734:51.669:57.966:51.687
20,250,1,500,2,ReLU,115.024:51.621:51.614:51.592:51.613:51.589:51.578:51.604:51.57:51.566:51.579:51.556:51.56:51.566:51.635:51.586:51.56:51.55:51.548:51.547,51.627:51.652:51.688:51.601:51.604:51.601:51.635:51.603:51.619:51.612:51.608:51.597:51.636:51.598:51.759:51.647:51.585:51.575:51.582:51.571
20,250,1,500,2,SELU,1567.053:51.721:51.687:51.67:51.668:51.658:89.72:52.204:51.663:51.666:51.652:51.647:51.655:51.638:56.109:52.946:51.647:51.633:51.632:51.63,52.016:51.714:51.697:51.683:51.715:51.684:55.566:51.678:51.706:51.671:51.707:51.816:51.63:51.668:53.371:51.726:51.724:51.709:51.669:51.72
20,250,1,500,5,ELU,644.602:88.678:69.741:55.348:52.1:59.846:51.584:57.66:51.648:52.571:54.606:53.01:52.87:53.709:52.654:60.431:51.577:51.878:53.842:52.726,382.092:340.167:51.809:55.1:55.492:51.769:51.661:52.205:51.659:52.795:52.992:51.744:52.452:52.047:56.765:52.099:51.649:51.776:52.026:54.47
20,250,1,500,5,ReLU,109.5:51.546:51.552:51.563:51.508:51.509:51.488:51.47:51.475:51.468:51.51:51.463:51.467:51.469:51.592:51.449:51.448:51.435:51.445:51.437,51.831:51.912:51.861:51.848:51.805:51.78:51.744:51.743:51.766:51.752:51.811:51.723:51.742:51.741:51.739:51.757:51.727:51.791:51.762:51.733
20,250,1,500,5,SELU,2510.507:177.115:161.429:69.465:51.742:167.905:54.169:51.724:51.712:93.134:53.866:51.716:51.715:51.7:58.526:70.731:51.705:51.692:54.964:64.71,56.519:52.383:303.765:51.579:51.579:88.489:51.524:51.506:51.526:62.36:51.496:51.538:51.483:51.497:337.038:51.573:51.514:51.473:253.689:51.556
20,250,1,500,7,ELU,794.785:68.341:64.464:51.686:69.76:56.41:53.121:55.765:55.661:53.643:55.847:52.077:58.444:53.988:52.075:54.269:53.777:52.257:51.887:53.848,51.897:53.863:51.633:51.695:51.681:52.396:52.002:52.961:52.182:52.072:53.856:51.662:52.404:51.854:53.114:55.812:51.71:51.584:51.629:53.38
20,250,1,500,7,ReLU,102.235:51.596:51.57:51.574:51.597:51.57:51.571:51.555:51.547:51.539:51.531:51.545:51.614:51.535:51.52:51.522:51.512:51.515:51.562:51.553,51.773:51.741:51.737:51.768:51.726:51.719:51.699:51.7:51.718:51.693:51.664:51.704:51.669:51.671:51.668:51.661:51.663:51.654:51.718:51.667
20,250,1,500,7,SELU,2288.873:209.849:51.694:142.674:52.206:76.882:57.204:112.192:51.629:51.623:171.409:51.68:51.671:63.096:51.598:51.587:70.812:52.192:51.572:69.856,60.866:52.255:51.723:56.246:51.74:83.671:51.808:51.857:51.704:51.871:52.08:51.653:52.452:51.716:51.67:51.759:55.115:51.737:51.628:59.009
20,250,1,500,10,ELU,778.908:97.811:63.324:51.57:65.947:66.904:53.166:70.134:51.769:52.676:54.737:53.953:57.357:54.328:52.139:54.934:53.569:53.905:52.551:53.395,104.654:178.554:51.753:51.696:51.904:55.309:51.711:52.547:51.669:55.584:53.802:57.124:71.188:51.761:57.21:53.695:53.237:53.499:53.322:56.668
20,250,1,500,10,ReLU,94.761:51.681:51.663:51.659:51.645:51.654:51.655:51.68:51.603:51.614:51.605:51.617:51.638:51.604:51.568:51.582:51.734:51.563:51.554:51.553,51.722:51.726:51.702:51.677:51.692:51.708:51.724:51.74:51.763:51.653:51.666:51.794:51.688:51.674:51.655:52.203:51.669:51.65:51.63:51.626
20,250,1,500,10,SELU,2248.62:131.991:60.683:94.986:63.681:59.788:73.413:53.221:55.691:66.673:58.068:56.244:52.394:58.825:66.854:59.971:52.235:53.103:56.157:60.865,52.849:52.802:52.458:52.043:70.455:54.021:58.939:51.707:117.211:56.976:62.689:53.446:53.34:62.465:61.158:54.672:51.878:52.62:72.758:62.563
20,250,1,500,20,ELU,739.996:104.879:51.939:68.554:57.95:58.351:59.317:56.009:56.135:54.419:54.147:54.754:53.793:53.109:54.959:54.182:52.958:53.598:57.228:53.131,51.803:52.083:52.929:52.65:52.2:54.75:53.926:54.064:52.341:54.262:52.555:53.464:52.809:52.257:52.695:51.946:53.008:53.54:53.252:52.085
20,250,1,500,20,ReLU,105.427:51.777:51.732:51.744:51.712:51.714:51.677:51.67:51.662:51.655:51.626:51.634:51.637:51.624:51.634:51.603:51.645:51.621:51.603:51.59,51.752:51.698:51.778:51.729:51.662:51.68:51.646:51.668:51.628:51.595:51.631:51.62:51.617:51.654:51.587:51.619:51.675:51.591:51.584:51.624
20,250,1,500,20,SELU,2580.565:220.645:55.526:95.976:53.091:156.038:51.738:72.77:53.172:76.75:55.555:58.906:61.992:60.935:60.741:60.9:60.41:55.817:57.812:56.239,57.479:97.164:51.668:56.533:80.716:51.906:51.627:57.283:53.327:63.579:53.234:55.195:55.923:57.173:55.236:55.802:54.437:53.121:53.203:54.404
20,250,1,500,50,ELU,855.66:85.473:67.82:60.788:68.511:58.937:61.045:58.496:59.566:57.49:57.21:57.891:60.887:55.898:55.226:55.329:55.922:58.261:56.041:56.138,51.998:52.647:57.669:58.888:58.068:56.953:57.404:57.906:54.289:58.417:60.273:55.405:58.73:54.974:60.901:56.634:55.744:57.157:53.756:55.704
20,250,1,500,50,ReLU,130.951:52.094:52.071:52.044:52.014:51.994:52.131:51.954:51.937:51.912:51.89:51.886:52.092:51.874:51.853:51.832:51.972:51.921:51.837:51.823,51.742:51.682:51.631:51.622:51.583:51.567:51.623:51.488:51.518:51.484:51.467:51.639:51.514:51.45:51.444:51.495:51.472:51.53:51.447:51.446
20,250,1,500,50,SELU,2388.851:165.836:267.477:52.281:171.485:56.907:56.213:91.457:55.516:73.229:73.088:59.752:54.911:79.668:68.407:60.731:63.099:62.17:74.376:58.934,53.036:52.075:55.444:51.717:57.634:57.278:61.685:68.164:56.144:110.888:83.324:54.606:58.412:72.805:63.886:56.15:65.526:61.708:67.492:57.615
20,250,1,500,100,ELU,1046.119:91.645:101.021:66.622:57.703:78.699:64.111:68.78:80.4:55.626:63.968:57.679:57.754:55.877:63.081:84.421:56.613:56.056:55.805:54.612,52.043:54.059:58.393:56.923:53.524:63.849:52.332:74.508:53.331:52.821:56.188:53.514:53.5:53.412:56.944:55.117:51.968:53.157:55.269:52.289
20,250,1,500,100,ReLU,188.61:52.031:52.074:51.901:51.926:52.106:51.86:51.813:51.818:52.15:51.787:51.754:51.774:51.7:51.71:51.778:51.693:52.024:51.681:51.656,52.185:51.952:51.909:51.876:51.85:51.867:51.829:51.828:51.783:51.764:51.747:51.758:51.703:51.755:51.678:51.763:51.704:51.702:51.67:51.676
20,250,1,500,100,SELU,3653.22:104.448:100.08:79.458:128.35:70.198:118.977:74.606:95.21:63.307:142.631:73.53:58.602:86.298:67.567:64.937:68.081:66.398:62.091:506.331,56.833:341.443:185.328:126.278:97.276:80.957:154.899:74.682:94.895:59.757:118.193:57.787:68.32:80.429:60.653:64.774:67.83:63.593:69.636:20820.998
20,250,2,50,2,ELU,81.381:51.478:51.45:51.444:51.445:51.44:51.441:51.441:51.44:51.439:51.439:51.438:51.438:51.614:51.436:51.543:51.453:51.436:51.558:51.445,51.747:51.672:51.652:51.654:51.646:51.652:51.645:51.647:51.644:51.643:51.644:51.645:51.643:51.647:51.646:51.67:51.659:51.645:51.753:51.647
20,250,2,50,2,ReLU,60.546:51.572:51.547:51.542:51.534:51.535:51.534:51.529:51.534:51.533:51.533:51.531:51.528:51.53:51.526:51.525:51.53:51.526:51.528:51.526,51.666:51.592:51.593:51.573:51.572:51.588:51.564:51.577:51.563:51.561:51.578:51.56:51.567:51.559:51.56:51.562:51.561:51.562:51.571:51.57
20,250,2,50,2,SELU,104.93:51.555:51.539:51.535:51.534:51.534:51.958:51.814:51.534:51.529:51.72:52.187:51.533:51.527:51.525:53.785:51.565:51.525:52.578:51.525,51.663:51.617:51.613:51.615:51.61:51.605:55.208:51.61:51.599:51.597:57.634:51.694:51.592:51.595:51.594:51.856:51.591:51.588:51.597:51.588
20,250,2,50,5,ELU,92.8:51.556:51.519:51.516:52.727:51.583:51.511:51.509:51.506:51.51:51.505:51.878:51.516:51.505:51.504:51.634:51.512:51.501:51.81:51.505,51.744:51.633:51.622:51.62:52.772:51.608:51.615:51.61:51.607:51.617:51.607:51.671:51.606:51.606:51.614:51.641:51.604:51.608:51.64:51.611
20,250,2,50,5,ReLU,82.73:51.802:51.738:51.721:51.72:51.715:51.713:51.708:51.711:51.707:51.704:51.707:51.701:51.706:51.703:51.704:51.701:51.702:51.704:51.719,51.655:51.459:51.43:51.424:51.424:51.411:51.408:51.415:51.408:51.417:51.406:51.406:51.41:51.419:51.428:51.411:51.418:51.421:51.492:51.421
20,250,2,50,5,SELU,172.122:51.538:51.507:51.506:51.499:51.495:51.498:51.953:51.538:52.502:51.492:51.544:51.794:51.488:53.169:51.49:51.529:52.61:51.486:51.485,51.769:51.645:51.636:51.628:51.627:51.643:51.633:51.637:51.651:51.626:51.624:53.069:51.627:51.623:51.621:51.62:51.661:51.627:51.632:51.627
20,250,2,50,7,ELU,112.722:51.58:51.537:51.529:51.528:51.526:51.52:51.519:52.481:51.522:51.517:51.777:51.526:51.509:51.511:51.51:51.586:51.67:51.538:51.54,51.773:51.63:51.616:51.629:51.611:51.609:51.608:51.61:51.632:51.606:51.611:51.719:51.601:51.603:51.605:51.599:51.674:51.725:51.601:51.625
20,250,2,50,7,ReLU,123.024:51.774:51.627:51.595:51.577:51.576:51.578:51.572:51.57:51.572:51.567:51.563:51.567:51.58:51.585:51.562:51.585:51.579:51.569:51.604,52.0:51.672:51.63:51.61:51.606:51.609:51.594:51.591:51.589:51.595:51.585:51.587:51.582:51.668:51.578:51.578:51.57:51.591:51.567:51.575
20,250,2,50,7,SELU,214.562:51.587:51.527:51.52:51.517:55.038:52.154:51.513:51.512:51.519:52.446:51.584:52.57:53.65:51.805:51.507:53.503:51.529:52.313:51.596,51.852:51.63:51.604:51.599:51.599:64.453:51.597:51.594:51.598:52.032:51.598:56.631:51.636:52.707:51.597:51.598:51.67:51.61:51.65:52.84
20,250,2,50,10,ELU,157.069:51.931:51.671:51.634:51.633:51.629:51.628:51.621:51.626:52.833:51.621:51.618:51.617:52.409:51.62:51.616:51.612:52.147:51.613:51.613,52.422:51.618:51.543:51.537:51.53:51.523:51.521:51.521:51.517:51.516:51.519:51.507:51.512:51.512:51.501:51.503:51.508:51.504:51.497:51.498
20,250,2,50,10,ReLU,141.634:51.902:51.656:51.596:51.568:51.55:51.543:51.538:51.536:51.536:51.533:51.53:51.532:51.527:51.522:51.538:51.532:51.555:51.526:51.519,52.319:51.792:51.695:51.672:51.64:51.639:51.612:51.62:51.612:51.614:51.617:51.615:51.618:51.602:51.619:51.635:51.61:51.618:51.6:51.606
20,250,2,50,10,SELU,328.613:51.814:51.652:51.635:51.632:51.633:51.632:51.626:51.626:53.509:51.626:51.623:51.62:51.618:55.726:51.772:51.616:55.143:52.061:51.618,52.131:51.539:51.512:51.501:51.497:51.501:51.493:51.493:51.503:51.539:51.494:51.488:51.49:51.483:53.823:51.481:51.482:54.137:51.483:51.522
20,250,2,50,20,ELU,225.293:52.088:52.228:51.627:52.325:51.824:51.585:52.77:51.572:52.266:51.604:51.646:52.109:51.789:51.561:51.966:51.81:51.824:51.867:51.587,52.81:51.755:51.691:51.617:51.736:51.618:51.574:51.582:51.57:51.672:51.573:51.727:51.564:51.565:51.565:51.634:51.57:51.559:51.567:51.562
20,250,2,50,20,ReLU,243.708:52.447:51.964:51.81:51.741:51.708:51.683:51.677:51.664:51.653:51.654:51.649:51.642:51.643:51.64:51.645:51.641:51.638:51.646:51.66,53.011:51.971:51.725:51.641:51.599:51.567:51.569:51.553:51.55:51.532:51.528:51.526:51.527:51.516:51.525:51.523:51.511:51.546:51.509:51.612
20,250,2,50,20,SELU,594.287:53.6:52.145:51.85:51.741:51.693:54.411:51.657:51.64:54.378:52.648:51.628:52.458:52.239:51.616:51.614:53.757:54.779:52.534:52.023,55.989:52.356:51.848:51.699:51.625:51.626:51.579:51.568:51.553:62.699:51.565:51.54:57.026:51.542:51.533:51.527:52.302:63.003:51.53:55.013
20,250,2,50,50,ELU,750.423:53.474:52.134:51.819:56.374:51.649:54.858:51.618:51.565:51.559:51.546:56.301:51.552:51.531:54.576:51.575:51.988:51.878:52.472:51.884,55.53:52.517:52.024:51.839:51.783:51.726:51.926:51.662:51.667:51.648:51.633:51.775:51.632:51.623:51.754:51.649:51.669:51.932:52.015:51.745
20,250,2,50,50,ReLU,909.255:52.213:51.773:51.686:51.65:51.621:51.613:51.6:51.609:51.593:51.588:51.574:51.579:51.566:51.679:51.804:51.558:51.551:51.558:51.996,53.407:51.891:51.754:51.73:51.675:51.668:51.646:51.643:51.637:51.624:51.619:51.621:51.61:51.612:53.566:51.607:51.601:51.606:51.598:51.748
20,250,2,50,50,SELU,1411.322:56.433:53.121:70.277:53.129:51.816:51.719:52.294:56.196:51.614:52.601:52.045:55.734:51.651:51.976:76.105:51.597:51.559:51.937:53.14,61.493:54.012:52.6:60.384:51.911:51.774:51.72:51.783:51.677:51.634:51.796:51.631:52.029:51.603:51.729:51.783:51.59:51.583:51.692:52.63
20,250,2,100,2,ELU,104.08:51.526:51.513:51.51:51.509:51.501:51.502:51.501:51.5:51.496:51.494:51.492:51.489:51.571:51.488:51.482:52.007:51.482:51.476:51.473,51.795:51.743:51.731:51.732:51.739:51.75:51.735:51.734:51.74:51.746:51.747:51.743:51.744:51.764:51.741:51.736:51.768:51.737:51.732:51.732
