epochs,batch_size,hidden_dim,nodes,latent,activation,train_loss,val_loss
50,250,1,50,10,ReLU,124.725:52.046:51.675:52.882:51.559:51.53:51.521:51.516:51.518:51.513:51.509:51.783:51.542:51.658:51.517:51.508:52.01:51.541:51.509:51.522:51.574:51.715:51.525:51.507:51.504:51.5:51.587:51.664:51.546:51.53:51.683:51.54:51.508:51.605:51.577:51.509:51.682:51.545:51.499:51.584:51.534:51.499:51.507:51.999:51.536:51.5:51.5:51.5:51.502:51.6,52.769:51.878:51.716:51.792:51.653:51.635:51.631:51.632:51.621:51.624:51.62:51.824:51.642:51.693:51.625:51.627:51.927:51.616:51.609:52.014:51.658:51.726:51.616:51.613:51.625:51.615:52.715:51.656:51.637:51.64:51.734:51.63:51.633:51.821:51.636:51.619:52.015:51.614:51.613:51.806:51.606:51.62:51.619:51.903:51.616:51.609:51.629:51.614:51.708:51.662
50,250,1,50,10,SELU,373.223:51.766:51.575:51.558:51.551:51.549:51.546:51.544:54.994:51.871:52.855:56.056:51.589:53.267:54.4:51.541:59.886:51.629:53.272:53.712:51.625:55.593:51.575:52.468:53.294:51.539:52.864:51.694:52.688:51.931:52.058:55.687:51.59:51.722:54.735:52.549:51.615:53.662:51.745:51.565:54.567:51.611:52.37:52.082:51.562:55.473:51.583:51.65:54.212:51.554,52.282:51.653:51.605:51.601:51.598:51.595:51.589:51.586:53.13:51.606:54.816:51.724:51.585:52.414:51.608:51.587:52.119:51.586:64.967:51.9:51.646:51.852:51.589:53.437:51.609:51.583:52.0:51.615:52.495:51.729:53.65:51.768:51.582:52.85:51.761:51.611:51.742:51.785:51.691:51.603:51.877:51.582:51.734:51.681:51.589:51.775:51.585:51.652:51.703:51.576
50,250,1,50,20,ELU,366.942:52.496:51.769:51.629:51.583:51.557:53.396:51.541:51.53:51.533:54.247:51.828:51.836:51.526:52.824:53.6:51.532:52.504:51.519:51.519:52.547:52.085:53.129:51.689:51.517:53.503:51.546:51.929:52.845:52.063:51.837:52.194:52.002:52.412:51.63:52.667:51.876:52.113:52.531:51.79:51.99:52.271:51.712:52.188:52.345:51.949:51.856:52.395:51.582:52.754,53.831:51.997:51.744:51.681:51.638:51.622:51.652:51.613:51.604:51.617:51.71:51.719:51.615:51.613:72.978:51.604:51.733:51.609:51.596:51.61:53.322:52.835:51.884:51.599:51.602:51.673:51.644:51.608:51.718:51.757:53.721:52.404:51.812:51.745:51.768:51.656:51.715:52.073:51.752:51.943:51.864:51.954:52.424:51.742:52.073:52.187:51.685:51.641:51.731:51.694
50,250,1,50,20,ReLU,246.511:53.897:52.438:52.002:51.849:51.781:51.743:51.724:51.712:51.717:51.698:51.69:51.692:51.693:51.796:51.686:51.709:51.762:51.7:51.757:51.723:51.794:51.775:51.688:51.737:51.764:51.694:51.738:51.728:51.807:51.717:51.734:51.924:51.681:51.677:51.683:51.869:51.694:51.718:51.734:51.7:51.674:51.687:51.832:51.692:51.695:51.741:51.681:51.868:51.746,55.585:52.624:51.934:51.692:51.589:51.539:51.518:51.505:51.495:51.483:51.485:51.478:51.479:51.469:51.483:51.461:51.491:51.515:51.463:51.547:51.49:51.646:51.489:51.465:51.691:51.559:51.473:51.704:51.478:51.51:51.514:51.744:51.481:51.455:51.463:51.458:51.496:51.477:51.489:51.67:51.455:51.453:51.687:51.539:51.463:51.483:51.47:51.456:51.931:51.463
50,250,1,50,20,SELU,664.278:53.301:52.003:51.769:51.7:69.958:52.017:51.655:60.395:51.678:71.735:53.797:51.638:51.636:51.631:55.904:52.643:51.84:56.073:53.246:51.705:58.073:53.814:69.458:55.563:51.653:51.651:52.308:53.75:53.341:52.426:52.513:52.117:54.719:52.879:52.464:53.43:53.148:53.993:53.078:52.684:51.941:65.561:55.241:51.622:51.613:56.517:52.803:51.621:51.615,55.607:52.169:51.7:51.601:51.55:55.521:51.514:51.548:51.572:51.507:73.785:51.498:51.502:51.492:51.491:51.809:51.514:51.707:58.943:51.593:51.501:63.013:51.559:71.844:51.76:51.486:51.571:51.983:51.64:53.542:51.523:51.821:51.652:54.166:51.708:51.759:54.947:52.212:53.449:53.154:51.741:51.642:81.759:51.513:51.484:51.492:57.279:51.507:51.483:51.482
50,250,1,50,50,ELU,862.069:55.142:52.509:62.648:51.866:51.835:60.812:51.666:51.637:56.687:53.511:54.393:52.741:54.236:51.744:52.718:55.235:53.021:51.772:54.07:54.585:53.748:52.766:54.286:52.366:53.095:52.873:52.102:53.034:53.413:52.851:53.393:52.605:53.801:52.202:52.964:52.5:52.805:52.912:52.506:52.697:52.471:52.941:52.572:52.51:52.278:52.825:52.163:52.588:52.497,59.379:53.076:52.059:52.31:51.686:53.11:51.626:51.58:51.563:52.006:51.847:52.043:52.521:51.765:51.701:51.788:58.886:51.561:51.984:51.684:56.822:51.868:52.003:53.209:51.903:52.714:51.753:52.349:52.121:54.521:51.84:53.165:52.017:52.699:51.633:53.245:51.866:51.744:56.14:51.663:53.35:51.806:52.658:51.674:52.97:52.259:52.574:51.625:51.965:52.418
50,250,1,50,50,ReLU,924.096:56.322:52.721:51.943:51.737:51.668:51.639:51.628:52.094:52.289:51.613:51.598:51.598:51.765:54.05:51.598:51.587:51.592:51.581:51.582:51.617:52.093:51.594:51.591:51.65:51.961:52.99:51.578:51.576:51.576:51.578:52.742:51.594:51.575:51.576:51.567:51.569:51.646:51.942:51.838:51.582:51.576:52.257:51.587:51.605:51.745:51.62:51.687:51.808:51.668,61.934:53.609:52.166:51.807:51.686:51.651:51.643:51.616:52.654:51.625:51.623:51.611:51.609:52.071:51.66:51.612:51.606:51.601:51.604:51.617:51.721:51.655:51.597:51.615:51.628:52.484:51.626:51.612:51.587:51.579:51.595:51.666:51.587:51.586:51.57:51.594:51.593:51.737:51.653:51.598:51.583:51.586:51.657:51.598:51.588:51.63:51.584:51.648:51.653:51.628
50,250,1,50,50,SELU,1774.645:56.97:52.793:58.304:53.731:60.281:52.571:207.743:51.743:51.669:51.663:51.662:67.032:54.948:51.689:57.659:53.898:55.815:51.996:54.941:63.64:53.22:53.963:52.166:58.187:51.92:71.172:55.018:51.671:57.416:53.081:52.911:58.894:52.345:52.944:58.875:52.335:54.684:52.292:56.065:52.187:56.018:52.207:52.762:53.604:53.339:484.2:73.373:51.735:51.672,63.473:53.486:52.09:58.003:51.657:52.438:58.709:51.802:51.543:51.53:51.524:51.513:66.262:51.568:51.668:51.619:52.521:52.018:51.493:59.484:53.26:54.355:51.604:51.624:52.473:51.499:74.443:51.657:51.513:55.625:51.624:54.646:54.555:51.514:57.421:52.317:51.777:51.693:52.299:54.797:51.573:52.823:51.596:53.388:52.139:51.967:268.491:51.663:51.545:51.509
50,250,1,100,2,ELU,132.966:51.602:51.589:51.587:51.585:51.587:51.584:51.61:51.864:51.591:51.902:51.8:51.61:51.811:51.842:51.586:51.932:51.686:51.575:51.968:51.782:51.576:51.988:51.599:51.572:51.568:51.615:51.942:51.655:51.565:51.694:51.76:51.564:51.597:51.666:51.576:51.634:51.581:51.606:51.749:51.564:51.564:51.601:51.654:51.578:51.57:51.629:51.612:51.57:51.594,51.606:51.569:51.567:51.569:51.568:51.567:51.568:51.686:51.585:51.564:51.599:51.596:51.587:51.732:51.584:51.592:51.707:51.56:51.562:53.29:51.56:51.549:51.783:51.565:51.554:51.559:51.586:51.587:51.551:51.55:53.359:51.546:51.545:51.726:51.551:51.603:51.546:51.543:51.623:51.548:51.545:51.563:51.568:51.582:51.536:51.558:52.006:51.546:51.564:51.542
50,250,1,100,2,ReLU,61.805:51.517:51.504:51.492:51.502:51.5:51.54:51.499:51.52:51.509:51.516:51.516:51.538:51.506:51.5:51.511:51.524:51.493:51.545:51.499:51.494:51.493:51.494:51.58:51.495:51.489:51.49:51.499:51.511:51.49:51.498:51.518:51.483:51.493:51.489:51.547:51.496:51.486:51.514:51.488:51.487:51.484:51.488:51.53:51.494:51.485:51.484:51.506:51.589:51.48,51.678:51.658:51.66:51.672:51.669:51.664:51.665:51.654:51.667:51.657:51.679:51.672:51.661:51.648:51.64:51.756:51.638:51.637:51.641:51.65:51.64:51.627:51.652:51.64:51.633:51.63:51.627:51.688:51.64:51.623:51.648:51.627:51.665:51.619:51.628:51.627:51.631:51.65:51.648:51.614:51.614:51.623:51.629:51.639:51.619:51.616:51.624:51.648:51.614:51.612
50,250,1,100,2,SELU,317.583:51.609:51.596:51.594:51.595:51.592:51.589:51.59:51.588:51.589:51.584:51.588:51.581:51.614:52.942:51.586:51.582:51.58:53.9:51.597:51.577:51.581:53.069:52.283:51.58:51.586:52.005:51.737:51.737:52.091:51.806:51.62:51.858:52.143:52.132:51.818:51.626:51.924:51.571:51.567:53.037:52.024:51.57:51.568:51.568:51.567:51.763:51.674:51.584:51.998,51.627:51.56:51.567:51.559:51.557:51.555:51.557:51.553:51.571:51.564:51.578:51.558:51.556:51.831:51.565:51.554:51.559:51.576:51.684:51.551:51.559:51.564:52.094:51.566:51.55:51.563:51.837:51.571:51.688:51.709:51.582:51.56:51.961:51.705:52.0:51.563:51.667:51.551:51.549:51.55:53.676:51.559:51.543:51.553:51.544:51.544:51.641:51.563:51.578:51.644
50,250,1,100,5,ELU,142.748:51.73:51.707:51.706:52.22:52.539:52.02:53.27:52.157:51.7:51.701:52.064:51.958:51.781:52.095:52.03:51.898:51.793:52.75:53.352:51.727:51.697:52.241:52.265:51.694:51.692:52.365:52.101:51.69:51.866:51.843:51.689:52.009:51.951:51.743:51.716:51.735:51.799:51.777:51.781:51.939:51.741:51.738:51.828:51.727:51.726:51.864:51.704:51.696:51.855,51.498:51.444:51.438:51.427:51.484:52.85:51.433:57.04:51.428:51.446:51.428:51.543:51.439:51.817:51.589:51.686:52.043:51.437:55.763:51.534:51.434:51.431:53.258:51.436:51.432:51.436:52.572:51.448:51.438:51.875:51.443:51.436:52.384:51.556:51.557:51.451:51.476:51.554:51.47:51.752:51.449:51.651:51.514:51.508:51.467:51.568:51.479:51.449:51.494:51.673
50,250,1,100,5,ReLU,73.665:51.654:51.629:51.629:51.624:51.63:51.625:51.626:51.623:51.617:51.779:51.656:51.618:51.617:51.617:51.612:51.624:51.729:51.62:51.621:51.618:51.64:51.97:51.613:51.617:51.615:51.616:51.628:51.651:51.68:51.608:51.606:51.714:51.66:51.605:51.618:51.629:51.623:51.675:51.638:51.613:51.606:51.781:51.6:51.593:51.661:51.626:51.6:51.608:51.66,51.616:51.553:51.549:51.544:51.559:51.541:51.561:51.543:51.546:51.537:51.762:51.531:51.539:51.546:51.528:51.535:51.564:51.564:51.535:51.528:51.538:51.864:51.557:51.528:51.542:51.53:51.545:51.569:51.679:51.567:51.548:51.53:51.596:51.54:51.535:51.536:51.547:51.571:51.576:51.529:51.524:51.586:51.529:51.516:51.551:51.556:51.529:51.541:51.53:51.52
50,250,1,100,5,SELU,387.697:51.556:51.534:51.532:51.526:51.535:51.529:57.801:59.294:51.538:51.526:53.385:51.767:51.526:52.593:51.585:51.604:58.711:51.52:51.52:51.546:54.584:51.53:51.655:55.58:51.554:52.298:51.516:51.515:51.515:52.801:51.943:52.269:53.31:51.529:51.737:57.377:51.536:51.511:51.569:54.611:51.584:51.511:51.509:52.17:51.544:51.703:51.566:51.828:51.693,51.698:51.625:51.625:51.623:51.654:51.619:51.626:163.683:51.642:51.615:51.619:52.546:51.636:51.623:52.018:51.611:51.9:51.635:51.611:51.631:53.111:51.699:51.608:59.38:51.651:51.94:51.618:51.602:51.623:51.623:51.991:51.855:52.689:51.654:51.608:54.342:51.765:51.604:51.595:55.32:51.638:51.602:51.598:51.614:51.728:51.599:51.634:51.726:51.739:51.745
50,250,1,100,7,ELU,146.912:51.599:51.585:51.577:52.169:52.441:52.798:51.888:51.638:51.977:52.435:51.903:52.32:51.745:51.95:51.571:52.332:51.806:52.802:51.995:52.032:51.655:51.743:52.074:51.932:51.69:51.976:51.829:52.557:52.553:51.562:51.68:51.774:51.617:51.613:51.712:51.692:51.768:51.667:51.698:52.027:51.628:51.646:51.672:51.691:51.782:51.728:51.608:51.621:51.773,51.649:51.573:51.575:51.553:51.632:51.576:51.735:51.75:52.212:51.624:51.56:53.548:51.67:52.697:51.557:51.563:52.441:51.564:52.118:51.647:51.796:51.59:51.65:53.48:51.679:51.609:51.963:51.557:56.918:51.547:51.548:51.775:51.611:51.61:51.566:51.668:51.59:51.666:51.556:51.784:51.802:51.535:51.661:51.628:51.579:51.772:51.54:51.6:51.562:51.679
50,250,1,100,7,ReLU,72.231:51.633:51.603:51.584:51.585:52.055:51.602:51.59:51.58:51.577:51.573:52.25:51.583:51.584:51.58:51.583:51.677:51.614:51.581:51.58:51.575:51.569:51.683:51.652:51.58:51.579:51.605:51.67:51.593:51.719:51.664:51.57:51.567:51.57:51.566:51.918:51.578:51.57:51.568:51.565:51.607:51.589:51.568:51.564:51.603:51.677:51.565:51.564:51.583:51.605,51.663:51.589:51.588:51.589:51.568:51.675:51.566:51.585:51.555:51.568:51.559:51.601:51.589:51.595:51.576:51.572:51.626:51.575:51.552:51.581:51.551:51.577:52.156:51.558:51.563:51.562:51.739:51.586:51.563:51.852:51.552:51.556:51.56:51.557:51.554:51.618:51.549:51.564:51.55:51.572:51.656:51.555:51.548:51.548:51.678:51.566:51.564:51.547:51.735:51.56
50,250,1,100,7,SELU,455.821:51.567:51.539:51.534:51.531:51.528:52.333:52.156:52.422:51.589:56.988:51.816:52.767:51.626:52.187:51.713:55.847:53.409:51.557:53.223:52.043:52.086:52.571:53.893:53.01:52.684:52.989:52.596:52.136:51.769:53.033:52.459:53.593:51.807:51.819:52.504:52.62:54.942:51.792:51.657:51.961:51.913:53.841:51.793:51.545:52.1:53.034:51.756:51.729:51.91,51.756:51.637:51.636:51.635:51.623:51.618:54.201:51.717:52.018:51.649:52.911:51.646:52.062:51.648:51.732:51.729:53.249:51.663:51.661:52.177:51.659:51.846:51.8:51.863:51.819:51.903:51.756:51.993:51.75:51.738:52.105:52.175:52.087:51.707:51.729:51.749:52.386:52.078:51.635:51.683:51.732:53.006:51.881:51.694:51.631:52.123:52.061:51.657:51.725:51.767
50,250,1,100,10,ELU,156.166:51.628:51.6:54.635:51.765:52.677:52.534:51.955:52.725:52.431:53.096:51.618:51.921:53.186:52.032:53.269:51.745:52.574:52.22:51.76:52.317:51.953:51.883:52.15:52.057:52.45:52.014:51.722:52.223:52.313:51.719:52.248:51.892:51.992:51.844:51.773:52.119:52.5:51.657:51.856:51.844:51.797:51.777:52.287:51.772:51.753:51.774:51.945:51.692:51.845,51.706:51.598:51.578:53.488:51.594:51.705:51.7:70.202:51.588:54.71:51.623:51.58:51.758:51.745:51.667:51.647:53.463:51.722:51.583:51.66:51.639:51.737:51.592:51.635:51.979:51.735:51.61:51.635:53.112:51.595:55.516:51.683:51.63:51.621:51.578:51.626:52.923:51.589:51.676:51.908:51.596:51.675:51.971:51.586:51.58:51.563:51.872:51.602:51.594:51.607
50,250,1,100,10,ReLU,87.765:51.7:51.634:51.627:51.962:51.617:51.609:51.617:51.616:51.609:52.051:51.607:51.607:51.676:51.596:51.604:51.646:51.742:51.608:51.659:51.676:51.618:51.705:51.646:51.606:51.658:51.713:51.618:51.617:51.667:51.635:51.652:51.641:51.623:51.651:51.735:51.593:51.596:51.673:51.626:51.662:51.585:51.638:51.671:51.591:51.587:51.63:51.591:51.626:51.59,51.758:51.601:51.566:51.57:51.557:51.549:51.554:51.559:51.534:51.546:51.553:51.545:51.539:51.549:51.543:51.559:51.651:51.559:51.532:51.633:51.572:51.539:51.685:51.525:51.552:51.645:51.577:51.543:51.561:51.544:51.632:51.552:51.584:51.545:51.636:51.523:51.528:51.637:51.532:51.705:51.513:51.528:51.789:51.545:51.521:51.509:51.524:51.524:51.54:51.511
50,250,1,100,10,SELU,479.265:51.694:51.66:51.655:64.543:51.669:51.655:54.642:51.686:54.633:53.769:53.842:54.085:56.905:52.905:52.98:55.324:52.956:52.026:60.239:52.908:51.846:58.022:51.973:53.07:53.878:52.495:52.205:53.587:54.562:54.001:52.401:52.168:53.195:53.476:52.136:52.571:52.694:59.726:52.328:51.639:53.757:51.859:51.642:51.783:55.002:52.439:51.651:51.768:52.175,51.646:51.5:51.517:51.514:51.617:51.486:51.484:51.794:51.524:52.069:51.553:51.861:51.711:52.406:51.547:52.147:52.863:52.321:52.055:52.78:51.527:51.639:52.665:51.567:51.643:53.54:51.546:51.783:54.203:51.749:52.214:51.677:51.992:52.067:52.262:51.644:52.888:51.635:55.2:51.472:51.465:52.157:51.466:51.474:51.642:53.282:51.48:51.472:51.573:52.07
50,250,1,100,20,ELU,322.625:51.765:51.637:52.847:53.408:51.631:53.377:52.757:54.355:52.196:54.406:51.845:53.567:53.134:51.896:52.727:52.147:52.395:53.445:52.091:52.825:52.194:52.487:52.101:54.114:52.632:52.118:52.164:52.219:51.956:52.466:52.642:53.157:51.809:51.808:52.674:52.806:52.292:52.122:52.816:52.11:51.976:51.686:53.281:51.914:52.271:51.815:52.764:52.486:51.808,52.108:51.63:53.09:51.617:51.698:51.559:52.649:51.576:51.905:52.924:53.465:51.553:53.721:52.791:52.582:51.662:53.59:51.574:52.824:51.628:56.195:51.781:59.33:51.562:52.562:51.741:51.695:52.545:52.287:51.871:52.023:52.776:52.023:51.597:51.812:54.574:51.833:51.658:51.957:52.78:51.626:51.597:51.597:52.738:51.59:51.959:51.579:52.742:51.894:51.785
50,250,1,100,20,ReLU,128.982:52.017:51.709:51.634:51.601:51.585:51.589:51.574:51.587:51.824:51.571:51.572:51.565:51.568:52.11:51.622:51.562:51.558:51.578:51.62:51.581:51.866:51.563:51.558:51.832:51.587:51.553:51.555:51.595:51.86:51.612:51.554:51.552:51.577:51.692:51.56:51.573:51.697:51.558:51.561:51.718:51.555:51.546:52.735:51.554:51.544:51.544:51.535:51.543:51.536,52.547:51.847:51.723:51.649:51.66:51.625:51.616:51.635:51.635:51.629:51.614:51.607:51.612:51.609:51.838:51.61:51.632:51.595:51.632:51.638:51.641:51.616:51.604:51.601:51.752:51.594:51.594:51.607:51.895:51.86:51.603:51.603:51.601:51.63:51.645:51.6:51.728:51.603:51.593:51.608:51.635:51.589:51.611:51.678:51.592:51.59:51.585:51.604:51.587:51.588
50,250,1,100,20,SELU,689.508:51.689:51.543:52.16:58.278:58.197:53.141:59.285:53.331:54.283:62.32:52.844:52.695:53.837:52.707:63.073:53.016:56.316:54.608:52.575:53.399:53.498:59.941:51.951:56.109:52.809:52.126:52.953:58.906:52.028:53.754:52.936:56.931:52.274:53.057:52.811:52.999:53.118:55.692:52.395:53.064:55.15:52.083:52.81:57.32:52.262:51.765:51.983:52.412:54.04,52.203:51.696:51.67:83.914:52.349:63.498:51.795:51.94:52.024:53.588:52.652:55.721:52.216:52.679:54.451:55.435:53.745:57.254:53.823:53.536:52.334:52.947:52.479:52.635:54.653:52.154:52.352:54.143:52.712:52.132:52.106:53.475:53.159:52.794:53.466:54.331:53.253:53.846:54.06:52.613:53.73:52.528:51.854:53.745:54.515:51.895:51.8:52.181:52.961:52.907
